Agaricus urinascens;zajetni kukmak;https://www.gobe.si/Gobe/AgaricusUrinascens
Agaricus xanthodermus;karbolni kukmak;https://www.gobe.si/Gobe/AgaricusXanthodermus
Agrocybe dura;trda njivnica;https://www.gobe.si/Gobe/AgrocybeDura
Agrocybe firma;čvrsta njivnica;https://www.gobe.si/Gobe/AgrocybeFirma
Agrocybe pediades;luskobetna njivnica;https://www.gobe.si/Gobe/AgrocybePediades
Agrocybe praecox;rana njivnica;https://www.gobe.si/Gobe/AgrocybePraecox
Agrocybe putaminum;kakavnorjava njivnica;https://www.gobe.si/Gobe/AgrocybePutaminum
Agrocybe splendida;svetlikava njivnica;https://www.gobe.si/Gobe/AgrocybeSplendida
Albatrellopsis confluens;zraščena mesnatovka;https://www.gobe.si/Gobe/AlbatrellopsisConfluens
Albatrellus citrinus;citronasti mesnatovec;https://www.gobe.si/Gobe/AlbatrellusCitrinus
Albatrellus ovinus;ovčji mesnatovec;https://www.gobe.si/Gobe/AlbatrellusOvinus
Albatrellus subrubescens;rumeneči mesnatovec;https://www.gobe.si/Gobe/AlbatrellusSubrubescens
Aleuria aurantia;oranžna latvica;https://www.gobe.si/Gobe/AleuriaAurantia
Aleuria luteonitens;žarnorumena latvica;https://www.gobe.si/Gobe/AleuriaLuteonitens
Aleurodiscus amorphus;jelkov kolutec;https://www.gobe.si/Gobe/AleurodiscusAmorphus
Alnicola alnetorum;jelševa močvirka;https://www.gobe.si/Gobe/AlnicolaAlnetorum
Alnicola citrinella;citronasta močvirka;https://www.gobe.si/Gobe/AlnicolaCitrinella
Amanita argentea;srebrni lupinar;https://www.gobe.si/Gobe/AmanitaArgentea
Amanita battarrae;dvobarvni lupinar;https://www.gobe.si/Gobe/AmanitaBattarrae
Amanita caesarea;knežja mušnica;https://www.gobe.si/Gobe/AmanitaCaesarea
Amanita ceciliae;pozlačeni lupinar;https://www.gobe.si/Gobe/AmanitaCeciliae
Amanita citrina;citronasta mušnica;https://www.gobe.si/Gobe/AmanitaCitrina
Amanita crocea;oranžni lupinar;https://www.gobe.si/Gobe/AmanitaCrocea
Amanita echinocephala;ostrokrpa mušnica;https://www.gobe.si/Gobe/AmanitaEchinocephala
Amanita eliae;Elijeva mušnica;https://www.gobe.si/Gobe/AmanitaEliae
Amanita excelsa;podaljšana mušnica;https://www.gobe.si/Gobe/AmanitaExcelsa
Amanita franchetii;hrapava mušnica;https://www.gobe.si/Gobe/AmanitaFranchetii
Amanita fulva;rjavi lupinar;https://www.gobe.si/Gobe/AmanitaFulva
Amanita fusco-olivacea;olivnorjavi lupinar;https://www.gobe.si/Gobe/AmanitaFusco-olivacea
Amanita gemmata;medlorumena mušnica;https://www.gobe.si/Gobe/AmanitaGemmata
Amanita lepiotoides;dežnikasta mušnica;https://www.gobe.si/Gobe/AmanitaLepiotoides
Amanita lividopallescens;bledični lupinar;https://www.gobe.si/Gobe/AmanitaLividopallescens
Amanita magnivolvata;rjavolupinasti lupinar;https://www.gobe.si/Gobe/AmanitaMagnivolvata
Amanita mairei;srebrnkasti lupinar;https://www.gobe.si/Gobe/AmanitaMairei
Amanita muscaria;rdeča mušnica;https://www.gobe.si/Gobe/AmanitaMuscaria
Amanita nivalis;snežni lupinar;https://www.gobe.si/Gobe/AmanitaNivalis
Amanita ovoidea;jajčasta mušnica;https://www.gobe.si/Gobe/AmanitaOvoidea
Amanita pachyvolvata;belolupinasti lupinar;https://www.gobe.si/Gobe/AmanitaPachyvolvata
Amanita pantherina;panterjeva mušnica;https://www.gobe.si/Gobe/AmanitaPantherina
Amanita phalloides;zelena mušnica;https://www.gobe.si/Gobe/AmanitaPhalloides
Amanita porphyria;porfirasta mušnica;https://www.gobe.si/Gobe/AmanitaPorphyria
Amanita regalis;rjava mušnica;https://www.gobe.si/Gobe/AmanitaRegalis
Amanita rubescens;rdečkasta mušnica;https://www.gobe.si/Gobe/AmanitaRubescens
Amanita strobiliformis;velikoluska mušnica;https://www.gobe.si/Gobe/AmanitaStrobiliformis
Amanita subalpina;gorski lupinar;https://www.gobe.si/Gobe/AmanitaSubalpina
Amanita submembranacea;sivolupinasti lupinar;https://www.gobe.si/Gobe/AmanitaSubmembranacea
Amanita vaginata;sivi lupinar;https://www.gobe.si/Gobe/AmanitaVaginata
Amanita verna;pomladanska mušnica;https://www.gobe.si/Gobe/AmanitaVerna
Amanita virosa;koničasta mušnica;https://www.gobe.si/Gobe/AmanitaVirosa
Amaropostia stiptica;trpki skutnikovec;https://www.gobe.si/Gobe/AmaropostiaStiptica
Amaurochaete atra;črni prašilec;https://www.gobe.si/Protozoa/AmaurochaeteAtra
Ampulloclitocybe clavipes;betičasta livkarica;https://www.gobe.si/Gobe/AmpulloclitocybeClavipes
Amylostereum areolatum;smrekov slojevec;https://www.gobe.si/Gobe/AmylostereumAreolatum
Amylostereum chailletii;jelkov slojevec;https://www.gobe.si/Gobe/AmylostereumChailletii
Amylostereum laevigatum;brinov slojevec;https://www.gobe.si/Gobe/AmylostereumLaevigatum
Antrodia ramentacea;skorjina trhlica;https://www.gobe.si/Gobe/AntrodiaRamentacea
Antrodiella semisupina;slojevita trhlička;https://www.gobe.si/Gobe/AntrodiellaSemisupina
Antrodiella serpula;bukovinska trhlička;https://www.gobe.si/Gobe/AntrodiellaSerpula
Apioperdon pyriforme;hruškasta prašničarka;https://www.gobe.si/Gobe/ApioperdonPyriforme
Arcyria nutans;rjavorumena kelihovka;https://www.gobe.si/Protozoa/ArcyriaNutans
Armillaria borealis;severnjaška mraznica;https://www.gobe.si/Gobe/ArmillariaBorealis
Armillaria cepistipes;čebulasta mraznica;https://www.gobe.si/Gobe/ArmillariaCepistipes
Armillaria gallica;rumenovenčna mraznica;https://www.gobe.si/Gobe/ArmillariaGallica
Armillaria mellea;sivorumena mraznica;https://www.gobe.si/Gobe/ArmillariaMellea
Armillaria ostoyae;črnomekinasta mraznica;https://www.gobe.si/Gobe/ArmillariaOstoyae
Artomyces pyxidatus;cvetoča grmulja;https://www.gobe.si/Gobe/ArtomycesPyxidatus
Ascobolus michaudii;Michaudev trosostrelec;https://www.gobe.si/Gobe/AscobolusMichaudii
Ascocoryne cylichnium;vijoličasta želatinka;https://www.gobe.si/Gobe/AscocoryneCylichnium
Ascocoryne inflata;nabreknjena želatinka;https://www.gobe.si/Gobe/AscocoryneInflata
Ascocoryne sarcoides;mesnata želatinka;https://www.gobe.si/Gobe/AscocoryneSarcoides
Aspropaxillus candidus;beli velepodvihanec;https://www.gobe.si/Gobe/AspropaxillusCandidus
Asterophora lycoperdoides;navadni zajedalec;https://www.gobe.si/Gobe/AsterophoraLycoperdoides
Asterophora parasitica;zastrti zajedalec;https://www.gobe.si/Gobe/AsterophoraParasitica
Astraeus hygrometricus;vlagomerni zvezdež;https://www.gobe.si/Gobe/AstraeusHygrometricus
Athelia epiphylla;kožasta prevlekarica;https://www.gobe.si/Gobe/AtheliaEpiphylla
Atheniella adonis;ljubka travnica;https://www.gobe.si/Gobe/AtheniellaAdonis
Atheniella flavoalba;voskasta travnica;https://www.gobe.si/Gobe/AtheniellaFlavoalba
Aureoboletus gentilis;lepljivi zlatopor;https://www.gobe.si/Gobe/AureoboletusGentilis
Aureoboletus moravicus;levjerumeni zlatopor;https://www.gobe.si/Gobe/AureoboletusMoravicus
Auricularia auricula-judae;bezgova uhljevka;https://www.gobe.si/Gobe/AuriculariaAuricula-judae
Auricularia fuscosuccinea;sočna uhljevka;https://www.gobe.si/Gobe/AuriculariaFuscosuccinea
Auricularia mesenterica;brestova uhljevka;https://www.gobe.si/Gobe/AuriculariaMesenterica
Auriscalpium vulgare;navadna žlička;https://www.gobe.si/Gobe/AuriscalpiumVulgare
Baeospora myosura;jesenska drobnotroska;https://www.gobe.si/Gobe/BaeosporaMyosura
Baorangia emileorum;Emilov cevar;https://www.gobe.si/Gobe/BaorangiaEmileorum
Biscogniauxia granmoi;čremsina skorjederka;https://www.gobe.si/Gobe/BiscogniauxiaGranmoi
Biscogniauxia mediterranea;južna skorjederka;https://www.gobe.si/Gobe/BiscogniauxiaMediterranea
Biscogniauxia nummularia;novčičasta skorjederka;https://www.gobe.si/Gobe/BiscogniauxiaNummularia
Bjerkandera adusta;osmojena bjerkandera;https://www.gobe.si/Gobe/BjerkanderaAdusta
Bjerkandera fumosa;čokata bjerkandera;https://www.gobe.si/Gobe/BjerkanderaFumosa
Bolbitius titubans;olivnorumeni smetiščar;https://www.gobe.si/Gobe/BolbitiusTitubans
Boletopsis grisea;sivi gobanovec;https://www.gobe.si/Gobe/BoletopsisGrisea
Boletopsis leucomelaena;črni gobanovec;https://www.gobe.si/Gobe/BoletopsisLeucomelaena
Boletus aereus;črni goban;https://www.gobe.si/Gobe/BoletusAereus
Boletus edulis;jesenski goban;https://www.gobe.si/Gobe/BoletusEdulis
Boletus pinophilus;borov goban;https://www.gobe.si/Gobe/BoletusPinophilus
Boletus reticulatus;poletni goban;https://www.gobe.si/Gobe/BoletusReticulatus
Boletus thalassinus;modrinasti goban;https://www.gobe.si/Gobe/BoletusThalassinus
Bondarzewia berkeleyi;berkeleyeva bondarčevka;https://www.gobe.si/Gobe/BondarzewiaBerkeleyi
Bondarzewia mesenterica;gorska bondarčevka;https://www.gobe.si/Gobe/BondarzewiaMesenterica
Bonomyces sinopicus;žaltava livčica;https://www.gobe.si/Gobe/BonomycesSinopicus
Bovista nigrescens;jajčasti kadilček;https://www.gobe.si/Gobe/BovistaNigrescens
Bovista plumbea;sivokožni kadilček;https://www.gobe.si/Gobe/BovistaPlumbea
Bovista pusilla;mali kadilček;https://www.gobe.si/Gobe/BovistaPusilla
Bovistella utriformis;senožetna kadilčnica;https://www.gobe.si/Gobe/BovistellaUtriformis
Britzelmayria multipedata;stonoga črnička;https://www.gobe.si/Gobe/BritzelmayriaMultipedata
Brunneoporus malicola;rjavkasti rjavoluknjičar;https://www.gobe.si/Gobe/BrunneoporusMalicola
Buchwaldoboletus hemichrysus;zlatični privihanec;https://www.gobe.si/Gobe/BuchwaldoboletusHemichrysus
Buchwaldoboletus lignicola;jelov privihanec;https://www.gobe.si/Gobe/BuchwaldoboletusLignicola
Bulgaria inquinans;nečedna bolgarka;https://www.gobe.si/Gobe/BulgariaInquinans
Butyriboletus appendiculatus;rumeni maslenec;https://www.gobe.si/Gobe/ButyriboletusAppendiculatus
Butyriboletus fechtneri;Fechtnerjev maslenec;https://www.gobe.si/Gobe/ButyriboletusFechtneri
Butyriboletus pseudoregius;lepi maslenec;https://www.gobe.si/Gobe/ButyriboletusPseudoregius
Butyriboletus regius;kraljevi maslenec;https://www.gobe.si/Gobe/ButyriboletusRegius
Butyriboletus roseogriseus;jelov maslenec;https://www.gobe.si/Gobe/ButyriboletusRoseogriseus
Butyriboletus subappendiculatus;nemodreči maslenec;https://www.gobe.si/Gobe/ButyriboletusSubappendiculatus
Caloboletus calopus;leponogi postavnež;https://www.gobe.si/Gobe/CaloboletusCalopus
Caloboletus radicans;grenki postavnež;https://www.gobe.si/Gobe/CaloboletusRadicans
Calocera cornea;rogasti rožiček;https://www.gobe.si/Gobe/CaloceraCornea
Calocera glossoides;jezikasti rožiček;https://www.gobe.si/Gobe/CaloceraGlossoides
Calocera viscosa;lepljivi rožiček;https://www.gobe.si/Gobe/CaloceraViscosa
Calocybe carnea;mesnobarvna lepoglavka;https://www.gobe.si/Gobe/CalocybeCarnea
Calocybe gambosa;majniška lepoglavka;https://www.gobe.si/Gobe/CalocybeGambosa
Calocybe ionides;modrikasta lepoglavka;https://www.gobe.si/Gobe/CalocybeIonides
Calocybe ochracea;okrasta lepoglavka;https://www.gobe.si/Gobe/CalocybeOchracea
Calonarius citrinus;citronasti koprenar;https://www.gobe.si/Gobe/CalonariusCitrinus
Calonarius claroflavus;medlorumeni koprenar;https://www.gobe.si/Gobe/CalonariusClaroflavus
Calonarius dibaphus;pisani koprenar;https://www.gobe.si/Gobe/CalonariusDibaphus
Calonarius elegantior;izbrani koprenar;https://www.gobe.si/Gobe/CalonariusElegantior
Calonarius elegantissimus;zali koprenar;https://www.gobe.si/Gobe/CalonariusElegantissimus
Calonarius meinhardii;nedišeči koprenar;https://www.gobe.si/Gobe/CalonariusMeinhardii
Calonarius odorifer;janežev koprenar;https://www.gobe.si/Gobe/CalonariusOdorifer
Calonarius prasinus;zelenkasti koprenar;https://www.gobe.si/Gobe/CalonariusPrasinus
Calonarius rufo-olivaceus;Vrščajev koprenar;https://www.gobe.si/Gobe/CalonariusRufo-olivaceus
Calonarius saporatus;čedni koprenar;https://www.gobe.si/Gobe/CalonariusSaporatus
Calonarius sodagnitus;lužninski koprenar;https://www.gobe.si/Gobe/CalonariusSodagnitus
Calonarius splendens;sijajni koprenar;https://www.gobe.si/Gobe/CalonariusSplendens
Calonarius xanthophyllus;rumenolistni koprenar;https://www.gobe.si/Gobe/CalonariusXanthophyllus
Caloscypha fulgens;žareča kupica;https://www.gobe.si/Gobe/CaloscyphaFulgens
Calvatia gigantea;orjaška plešivka;https://www.gobe.si/Gobe/CalvatiaGigantea
Calycina citrina;rumena skodelnica;https://www.gobe.si/Gobe/CalycinaCitrina
Calycina claroflava;žveplena skodelnica;https://www.gobe.si/Gobe/CalycinaClaroflava
Camarops tubulina;počrnela bolinka;https://www.gobe.si/Gobe/CamaropsTubulina
Candolleomyces candolleanus;zbledela kandolovka;https://www.gobe.si/Gobe/CandolleomycesCandolleanus
Cantharellula umbonata;lijasta lisičkarica;https://www.gobe.si/Gobe/CantharellulaUmbonata
Cantharellus amethysteus;luskata lisička;https://www.gobe.si/Gobe/CantharellusAmethysteus
Cantharellus cibarius;navadna lisička;https://www.gobe.si/Gobe/CantharellusCibarius
Cantharellus cinereus;siva lisička;https://www.gobe.si/Gobe/CantharellusCinereus
Cantharellus ferruginascens;rjaveča lisička;https://www.gobe.si/Gobe/CantharellusFerruginascens
Cantharellus friesii;žametna lisička;https://www.gobe.si/Gobe/CantharellusFriesii
Cantharellus ianthinoxanthus;gubasta lisička;https://www.gobe.si/Gobe/CantharellusIanthinoxanthus
Cantharellus melanoxeros;črneča lisička;https://www.gobe.si/Gobe/CantharellusMelanoxeros
Cantharellus pallens;pobeljena lisička;https://www.gobe.si/Gobe/CantharellusPallens
Cantharellus romagnesianus;borova lisička;https://www.gobe.si/Gobe/CantharellusRomagnesianus
Catathelasma imperiale;kolobarna dvovenčnica;https://www.gobe.si/Gobe/CatathelasmaImperiale
Ceratiomyxa fruticulosa;paličasta hladetinka;https://www.gobe.si/Protozoa/CeratiomyxaFruticulosa
Ceratiomyxa porioides;luknjičasta hladetinka;https://www.gobe.si/Protozoa/CeratiomyxaPorioides
Cerioporus leptocephalus;raznolični satovničar;https://www.gobe.si/Gobe/CerioporusLeptocephalus
Cerioporus mollis;navadni satovničar;https://www.gobe.si/Gobe/CerioporusMollis
Cerioporus squamosus;luskati satovničar;https://www.gobe.si/Gobe/CerioporusSquamosus
Ceriporia reticulata;mrežasti jamičar;https://www.gobe.si/Gobe/CeriporiaReticulata
Cerrena unicolor;pepelasti zvitoluknjičar;https://www.gobe.si/Gobe/CerrenaUnicolor
Chalciporus piperatus;pekoči bakrenopor;https://www.gobe.si/Gobe/ChalciporusPiperatus
Chalciporus rubinus;rožnati bakrenopor;https://www.gobe.si/Gobe/ChalciporusRubinus
Chamaemyces fracidus;orošeni nogavičar;https://www.gobe.si/Gobe/ChamaemycesFracidus
Chlorociboria aeruginascens;zelenkasti zelenivec;https://www.gobe.si/Gobe/ChlorociboriaAeruginascens
Chlorociboria aeruginosa;zeleni zelenivec;https://www.gobe.si/Gobe/ChlorociboriaAeruginosa
Chlorophyllum brunneum;vrtna zelenolistka;https://www.gobe.si/Gobe/ChlorophyllumBrunneum
Chlorophyllum molybdites;dežnikasta zelenolistka;https://www.gobe.si/Gobe/ChlorophyllumMolybdites
Chlorophyllum olivieri;olivnorjava zelenolistka;https://www.gobe.si/Gobe/ChlorophyllumOlivieri
Chlorophyllum rhacodes;rdečeča zelenolistka;https://www.gobe.si/Gobe/ChlorophyllumRhacodes
Choiromyces venosus;zgodnja prstenica;https://www.gobe.si/Gobe/ChoiromycesVenosus
Chondrostereum purpureum;škrlatni skladovec;https://www.gobe.si/Gobe/ChondrostereumPurpureum
Chromosera cyanophylla;vijoličastolistna obarvanka;https://www.gobe.si/Gobe/ChromoseraCyanophylla
Chroogomphus helveticus;švicarski polžar;https://www.gobe.si/Gobe/ChroogomphusHelveticus
Chroogomphus rutilus;bakrenasti polžar;https://www.gobe.si/Gobe/ChroogomphusRutilus
Chrysomphalina chrysophylla;jelov zlatolistar;https://www.gobe.si/Gobe/ChrysomphalinaChrysophylla
Chrysomphalina grossula;hojev zlatolistar;https://www.gobe.si/Gobe/ChrysomphalinaGrossula
Ciboria amentacea;bledi kelihovec;https://www.gobe.si/Gobe/CiboriaAmentacea
Ciboria batschiana;želodov kelihovec;https://www.gobe.si/Gobe/CiboriaBatschiana
Ciboria coryli;leskov kelihovec;https://www.gobe.si/Gobe/CiboriaCoryli
Cinereomyces lindbladii;jelkin sivoluknjičar;https://www.gobe.si/Gobe/CinereomycesLindbladii
Clathrus archeri;lovkasta mrežnica;https://www.gobe.si/Gobe/ClathrusArcheri
Clathrus ruber;navadna mrežnica;https://www.gobe.si/Gobe/ClathrusRuber
Clavaria acuta;zašiljena kijevka;https://www.gobe.si/Gobe/ClavariaAcuta
Clavaria fragilis;krhka kijevka;https://www.gobe.si/Gobe/ClavariaFragilis
Clavaria straminea;slamnatorumena kijevka;https://www.gobe.si/Gobe/ClavariaStraminea
Clavaria versatilis;lilastosiva kijevka;https://www.gobe.si/Gobe/ClavariaVersatilis
Clavariadelphus ligula;jezikasti kijec;https://www.gobe.si/Gobe/ClavariadelphusLigula
Clavariadelphus pistillaris;veliki kijec;https://www.gobe.si/Gobe/ClavariadelphusPistillaris
Clavariadelphus truncatus;odsekani kijec;https://www.gobe.si/Gobe/ClavariadelphusTruncatus
Clavulina cinerea;siva grivača;https://www.gobe.si/Gobe/ClavulinaCinerea
Clavulina coralloides;koralasta grivača;https://www.gobe.si/Gobe/ClavulinaCoralloides
Clavulina rugosa;brazdasta grivača;https://www.gobe.si/Gobe/ClavulinaRugosa
Clavulinopsis corniculata;rogovilasta grivuša;https://www.gobe.si/Gobe/ClavulinopsisCorniculata
Clavulinopsis helvola;rumena grivuša;https://www.gobe.si/Gobe/ClavulinopsisHelvola
Climacocystis borealis;severnjaška poroznica;https://www.gobe.si/Gobe/ClimacocystisBorealis
Climacodon pulcherrimus;čudoviti zobež;https://www.gobe.si/Gobe/ClimacodonPulcherrimus
Clitocella mundula;črneči mokovec;https://www.gobe.si/Gobe/ClitocellaMundula
Clitocella popinalis;pokapani mokovec;https://www.gobe.si/Gobe/ClitocellaPopinalis
Clitocybe agrestis;tratna livka;https://www.gobe.si/Gobe/ClitocybeAgrestis
Clitocybe angustissima;vlažnoroba livka;https://www.gobe.si/Gobe/ClitocybeAngustissima
Clitocybe augeana;vrtnarska livka;https://www.gobe.si/Gobe/ClitocybeAugeana
Clitocybe brumalis;zimska livka;https://www.gobe.si/Gobe/ClitocybeBrumalis
Clitocybe catinus;skledasta livka;https://www.gobe.si/Gobe/ClitocybeCatinus
Clitocybe costata;rebrava livka;https://www.gobe.si/Gobe/ClitocybeCostata
Clitocybe dealbata;pobeljena livka;https://www.gobe.si/Gobe/ClitocybeDealbata
Clitocybe ditopa;iglična livka;https://www.gobe.si/Gobe/ClitocybeDitopa
Clitocybe fasciculata;pašniška livka;https://www.gobe.si/Gobe/ClitocybeFasciculata
Clitocybe foetens;smrdeča livka;https://www.gobe.si/Gobe/ClitocybeFoetens
Clitocybe fragrans;vonjava livka;https://www.gobe.si/Gobe/ClitocybeFragrans
Clitocybe gibboides;nakodrana livka;https://www.gobe.si/Gobe/ClitocybeGibboides
Clitocybe metachroa;siveča livka;https://www.gobe.si/Gobe/ClitocybeMetachroa
Clitocybe nebularis;poprhnjena livka;https://www.gobe.si/Gobe/ClitocybeNebularis
Clitocybe odora;janeževa livka;https://www.gobe.si/Gobe/ClitocybeOdora
Clitocybe phaeophthalma;vodenasta livka;https://www.gobe.si/Gobe/ClitocybePhaeophthalma
Clitocybe phyllophila;listna livka;https://www.gobe.si/Gobe/ClitocybePhyllophila
Clitocybe radicellata;konopčasta livka;https://www.gobe.si/Gobe/ClitocybeRadicellata
Clitocybe rivulosa;kolobarčasta livka;https://www.gobe.si/Gobe/ClitocybeRivulosa
Clitocybe squamulosa;luskata livka;https://www.gobe.si/Gobe/ClitocybeSquamulosa
Clitocybe subspadicea;sivorjava livka;https://www.gobe.si/Gobe/ClitocybeSubspadicea
Clitocybe umbilicata;popkasta livka;https://www.gobe.si/Gobe/ClitocybeUmbilicata
Clitocybe vibecina;skrotovičena livka;https://www.gobe.si/Gobe/ClitocybeVibecina
Clitocybula lacerata;razpokani livček;https://www.gobe.si/Gobe/ClitocybulaLacerata
Clitopaxillus alexandri;zelenkasta podviharka;https://www.gobe.si/Gobe/ClitopaxillusAlexandri
Clitopilus caelatus;mahova mokarica;https://www.gobe.si/Gobe/ClitopilusCaelatus
Clitopilus geminus;zvegana mokarica;https://www.gobe.si/Gobe/ClitopilusGeminus
Clitopilus prunulus;navadna mokarica;https://www.gobe.si/Gobe/ClitopilusPrunulus
Clitopilus scyphoides;drobna mokarica;https://www.gobe.si/Gobe/ClitopilusScyphoides
Collybia cirrhata;rumeneča korenovka;https://www.gobe.si/Gobe/CollybiaCirrhata
Collybia cookei;Cookova korenovka;https://www.gobe.si/Gobe/CollybiaCookei
Collybia tuberosa;gomoljava korenovka;https://www.gobe.si/Gobe/CollybiaTuberosa
Collybiopsis confluens;šopasta pakorenovka;https://www.gobe.si/Gobe/CollybiopsisConfluens
Collybiopsis peronata;pekoča pakorenovka;https://www.gobe.si/Gobe/CollybiopsisPeronata
Collybiopsis ramealis;vejina pakorenovka;https://www.gobe.si/Gobe/CollybiopsisRamealis
Coltricia cinnamomea;cimetasti trdikovec;https://www.gobe.si/Gobe/ColtriciaCinnamomea
Coltricia perennis;večni trdikovec;https://www.gobe.si/Gobe/ColtriciaPerennis
Coniophora puteana;mokrotna lesomorka;https://www.gobe.si/Gobe/ConiophoraPuteana
Connopus acervatus;kopučasti koničar;https://www.gobe.si/Gobe/ConnopusAcervatus
Conocybe antipus;vretenasta stožka;https://www.gobe.si/Gobe/ConocybeAntipus
Conocybe apala;mlečnobela stožka;https://www.gobe.si/Gobe/ConocybeApala
Conocybe aporos;pomladanska stožka;https://www.gobe.si/Gobe/ConocybeAporos
Conocybe arrhenii;obročkana stožka;https://www.gobe.si/Gobe/ConocybeArrhenii
Conocybe aurea;zlata stožka;https://www.gobe.si/Gobe/ConocybeAurea
Conocybe dumetorum;pikastotrosna stožka;https://www.gobe.si/Gobe/ConocybeDumetorum
Conocybe filaris;ameriška stožka;https://www.gobe.si/Gobe/ConocybeFilaris
Conocybe macrocephala;glavata stožka;https://www.gobe.si/Gobe/ConocybeMacrocephala
Conocybe macrospora;velikotrosna stožka;https://www.gobe.si/Gobe/ConocybeMacrospora
Conocybe pygmaeoaffinis;belobetna stožka;https://www.gobe.si/Gobe/ConocybePygmaeoaffinis
Conocybe rickenii;Rickenova stožka;https://www.gobe.si/Gobe/ConocybeRickenii
Conocybe siennophylla;okrolistna stožka;https://www.gobe.si/Gobe/ConocybeSiennophylla
Conocybe subovalis;oblasta stožka;https://www.gobe.si/Gobe/ConocybeSubovalis
Conocybe subpubescens;dolgobetna stožka;https://www.gobe.si/Gobe/ConocybeSubpubescens
Conocybe tenera;ožlebičena stožka;https://www.gobe.si/Gobe/ConocybeTenera
Conocybe velutipes;polstenobetna stožka;https://www.gobe.si/Gobe/ConocybeVelutipes
Coprinellus bisporus;dvotrosni tintovec;https://www.gobe.si/Gobe/CoprinellusBisporus
Coprinellus disseminatus;razsejani tintovec;https://www.gobe.si/Gobe/CoprinellusDisseminatus
Coprinellus domesticus;domači tintovec;https://www.gobe.si/Gobe/CoprinellusDomesticus
Coprinellus ephemerus;minljivi tintovec;https://www.gobe.si/Gobe/CoprinellusEphemerus
Coprinellus flocculosus;kosmičasti tintovec;https://www.gobe.si/Gobe/CoprinellusFlocculosus
Coprinellus impatiens;veneči tintovec;https://www.gobe.si/Gobe/CoprinellusImpatiens
Coprinellus micaceus;sljudnati tintovec;https://www.gobe.si/Gobe/CoprinellusMicaceus
Coprinellus pallidissimus;bledi tintovec;https://www.gobe.si/Gobe/CoprinellusPallidissimus
Coprinellus radians;žareči tintovec;https://www.gobe.si/Gobe/CoprinellusRadians
Coprinellus silvaticus;gozdni tintovec;https://www.gobe.si/Gobe/CoprinellusSilvaticus
Coprinellus truncorum;štorov tintovec;https://www.gobe.si/Gobe/CoprinellusTruncorum
Coprinopsis alopecia;strupena tintovka;https://www.gobe.si/Gobe/CoprinopsisAlopecia
Coprinopsis atramentaria;prava tintovka;https://www.gobe.si/Gobe/CoprinopsisAtramentaria
Coprinopsis cinerea;gnojiščna tintovka;https://www.gobe.si/Gobe/CoprinopsisCinerea
Coprinopsis filamentifera;nitkasta tintovka;https://www.gobe.si/Gobe/CoprinopsisFilamentifera
Coprinopsis lagopus;plišasta tintovka;https://www.gobe.si/Gobe/CoprinopsisLagopus
Coprinopsis marcescibilis;minljiva tintovka;https://www.gobe.si/Gobe/CoprinopsisMarcescibilis
Coprinopsis nivea;snežnobela tintovka;https://www.gobe.si/Gobe/CoprinopsisNivea
Coprinopsis picacea;pisana tintovka;https://www.gobe.si/Gobe/CoprinopsisPicacea
Coprinopsis pseudonivea;belkasta tintovka;https://www.gobe.si/Gobe/CoprinopsisPseudonivea
